subject, block_type, block, delay_condition, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, coins_per_block, coins_per_task,ITI_duration,rt_deadline,choice_feedback_duration,outcome_duration
18, test, 1, 1, 1, 2, 1, 2, 1, 0, 0.2, left, 1, 0.2, 0, 0, 0, 0.4793278998695314, 0, 0.000000,0.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 2, 4, 1, 1, 4, 0, 0.2, right, 2, 0.2, 0, 0, 0, 0.2982298000715673, 0, 0.000000,0.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 3, 3, 4, 3, 4, 0, 0, left, 1, 0.2, 0, 0, 0, 0.2826064000837505, 0, 0.000000,0.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 4, 2, 3, 2, 3, 0, 0, left, 1, 0.2, 0, 0, 0, 0.619512400124222, 0, 0.000000,0.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 5, 4, 3, 3, 4, 0, 0, right, 2, 0.2, 0, 0, 0, 0.31133590009994805, 0, 0.000000,0.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 6, 1, 2, 1, 2, 0.2, 0, left, 1, 0.2, 0, 0, 0, 0.6397583999205381, 1, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 7, 1, 4, 4, 1, 0.2, 0, right, 2, 0.2, 0, 0, 0, 0.2814764999784529, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 8, 1, 3, 1, 3, 0.2, 0, left, 1, 0.2, 0, 0, 0, 0.37724500009790063, 1, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 9, 1, 4, 1, 4, 0.2, 0, left, 1, 0.2, 0, 0, 0, 0.9662143001332879, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 10, 4, 1, 1, 4, 0, 0.2, right, 2, 0.2, 0, 0, 0, 0.3880145000293851, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 11, 2, 4, 2, 4, 0, 0, left, 1, 0.2, 0, 0, 0, 0.5763316000811756, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 12, 1, 4, 4, 1, 0.2, 0, right, 2, 0.2, 0, 0, 0, 0.29853620007634163, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 13, 1, 2, 1, 2, 0.2, 0, left, 1, 0.2, 0, 0, 0, 0.2986812999006361, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 14, 4, 3, 3, 4, 0, 0, right, 2, 0.2, 0, 0, 0, 0.23955890000797808, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 15, 1, 3, 1, 3, 0.2, 0, left, 1, 0.2, 0, 0, 0, 0.3140071998350322, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 16, 1, 4, 1, 4, 0.2, 0, left, 1, 0.2, 0, 0, 0, 0.3226219001226127, 1, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 17, 4, 3, 3, 4, 0, 0, right, 2, 0.2, 0, 0, 0, 0.245886699995026, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 18, 1, 4, 1, 4, 0.2, 0, left, 1, 0.2, 0, 0, 0, 0.46831850009039044, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 19, 1, 2, 2, 1, 0.2, 0, right, 2, 0.2, 0, 0, 0, 0.2430705998558551, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
18, test, 1, 1, 20, 2, 1, 2, 1, 0, 0.2, left, 1, 0.2, 0, 0, 0, 0.4128334999550134, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
