subject, block_type, block, delay_condition, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, coins_per_block, coins_per_task,ITI_duration,rt_deadline,choice_feedback_duration,outcome_duration
14, test, 1, 1, 1, 2, 4, 2, 4, 1, 0, left, 1, 0, 1, 0, 0, 0.44635880005080253, 1, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 2, 2, 4, 2, 4, 1, 0, left, 1, 0, 1, 0, 0, 0.6457511000335217, 1, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 3, 1, 2, 1, 2, 0, 1, left, 1, 0, 1, 0, 0, 1.328391500050202, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 4, 2, 1, 2, 1, 1, 0, left, 1, 0, 1, 0, 0, 1.2826974000781775, 1, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 5, 2, 4, 4, 2, 1, 0, right, 2, 0, 1, 0, 0, 0.70414210006129, 1, 4.000000,4.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 6, 4, 1, 4, 1, 0, 0, left, 1, 0, 1, 0, 0, 0.7016213000752032, 0, 4.000000,4.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 7, 1, 3, 1, 3, 0, 0, left, 1, 0, 1, 0, 0, 0.57032459997572, 0, 4.000000,4.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 8, 2, 1, 1, 2, 1, 0, right, 2, 0, 1, 0, 0, 1.1477327001048252, 1, 5.000000,5.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 9, 2, 4, 4, 2, 1, 0, right, 2, 0, 1, 0, 0, 1.0987890999531373, 1, 6.000000,6.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 10, 4, 1, 4, 1, 0, 0, left, 1, 0, 1, 0, 0, 0.895416900049895, 0, 6.000000,6.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 11, 2, 1, 1, 2, 1, 0, right, 2, 0, 1, 0, 0, 2.53639360005036, 1, 7.000000,7.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 12, 4, 3, 4, 3, 0, 0, left, 1, 0, 1, 0, 0, 0.6556393000064418, 0, 7.000000,7.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 13, 3, 1, 3, 1, 0, 0, left, 1, 0, 1, 0, 0, 0.7354457000037655, 0, 7.000000,7.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 14, 4, 1, 1, 4, 0, 0, right, 2, 0, 1, 0, 0, 1.2330992999486625, 0, 7.000000,7.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 15, 2, 1, 2, 1, 1, 0, left, 1, 0, 1, 0, 0, 0.5809907999355346, 1, 8.000000,8.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 16, 2, 4, 4, 2, 1, 0, right, 2, 0, 1, 0, 0, 0.5951112000038847, 1, 9.000000,9.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 17, 3, 2, 2, 3, 0, 1, right, 2, 0, 1, 0, 0, 0.852003899984993, 0, 9.000000,9.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 18, 2, 3, 3, 2, 1, 0, right, 2, 0, 1, 0, 0, 0.8745154000353068, 1, 10.000000,10.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 19, 1, 2, 1, 2, 0, 1, left, 1, 0, 1, 0, 0, 0.6604609999340028, 0, 10.000000,10.000000,1.000000,6.000000,0.500000,1.000000
14, test, 1, 1, 20, 3, 1, 3, 1, 0, 0, left, 1, 0, 1, 0, 0, 0.7229101000120863, 0, 10.000000,10.000000,1.000000,6.000000,0.500000,1.000000
