subject, block_type, block, delay_condition, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, coins_per_block, coins_per_task,ITI_duration,rt_deadline,choice_feedback_duration,outcome_duration
20, test, 1, 1, 1, 4, 2, 4, 2, 0, 0.35, left, 1, 0, 0.35, 0, 0, 0.39962779986672103, 0, 0.000000,0.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 2, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.3208645998965949, 1, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 3, 1, 3, 1, 3, 0, 0, left, 1, 0, 0.35, 0, 0, 0.4056040998548269, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 4, 4, 1, 1, 4, 0, 0, right, 2, 0, 0.35, 0, 0, 0.4132139999419451, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 5, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.41271469998173416, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 6, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.3812273000366986, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 7, 1, 4, 1, 4, 0, 0, left, 1, 0, 0.35, 0, 0, 0.3510062999557704, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 8, 4, 1, 1, 4, 0, 0, right, 2, 0, 0.35, 0, 0, 0.4654518999159336, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 9, 4, 3, 4, 3, 0, 0, left, 1, 0, 0.35, 0, 0, 0.41183610004372895, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 10, 4, 2, 2, 4, 0, 0.35, right, 2, 0, 0.35, 0, 0, 0.40434599993750453, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 11, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.3838544001337141, 0, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 12, 2, 4, 2, 4, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.4484498000238091, 1, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 13, 3, 4, 4, 3, 0, 0, right, 2, 0, 0.35, 0, 0, 0.7320709000341594, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 14, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.5679264001082629, 1, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 15, 4, 3, 3, 4, 0, 0, right, 2, 0, 0.35, 0, 0, 0.8344066999852657, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 16, 4, 1, 4, 1, 0, 0, left, 1, 0, 0.35, 0, 0, 3.3820128000807017, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 17, 4, 1, 4, 1, 0, 0, left, 1, 0, 0.35, 0, 0, 0.39786279993131757, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 18, 3, 4, 4, 3, 0, 0, right, 2, 0, 0.35, 0, 0, 0.6146784999873489, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 19, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.4634717998560518, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 20, 3, 4, 3, 4, 0, 0, left, 1, 0, 0.35, 0, 0, 1.140487500000745, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 21, 4, 1, 1, 4, 0, 0, right, 2, 0, 0.35, 0, 0, 0.39218729990534484, 0, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 22, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.4209922000300139, 1, 4.000000,4.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 23, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.36429820000194013, 1, 5.000000,5.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 24, 4, 3, 4, 3, 0, 0, left, 1, 0, 0.35, 0, 0, 3.3154402999207377, 0, 5.000000,5.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 25, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.46241469983942807, 0, 5.000000,5.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 26, 3, 4, 3, 4, 0, 0, left, 1, 0, 0.35, 0, 0, 0.47327099996618927, 0, 5.000000,5.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 27, 4, 3, 3, 4, 0, 0, right, 2, 0, 0.35, 0, 0, 0.405833899974823, 0, 5.000000,5.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 28, 2, 3, 3, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.7737726999912411, 0, 5.000000,5.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 29, 2, 3, 2, 3, 0.35, 0, left, 1, 0, 0.35, 0, 0, 1.1858075000345707, 1, 6.000000,6.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 30, 3, 1, 1, 3, 0, 0, right, 2, 0, 0.35, 0, 0, 0.8524809000082314, 0, 6.000000,6.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 31, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.33427070011384785, 1, 7.000000,7.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 32, 1, 3, 3, 1, 0, 0, right, 2, 0, 0.35, 0, 0, 0.3894555999431759, 0, 7.000000,7.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 33, 4, 3, 4, 3, 0, 0, left, 1, 0, 0.35, 0, 0, 0.38459759997203946, 0, 7.000000,7.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 34, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.5492698000743985, 0, 7.000000,7.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 35, 3, 4, 3, 4, 0, 0, left, 1, 0, 0.35, 0, 0, 0.5051402000244707, 0, 7.000000,7.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 36, 2, 3, 3, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.3845041999593377, 1, 8.000000,8.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 37, 3, 1, 3, 1, 0, 0, left, 1, 0, 0.35, 0, 0, 0.3902904998976737, 0, 8.000000,8.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 38, 4, 1, 1, 4, 0, 0, right, 2, 0, 0.35, 0, 0, 0.3670473999809474, 0, 8.000000,8.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 39, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.3711989000439644, 0, 8.000000,8.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 40, 3, 1, 3, 1, 0, 0, left, 1, 0, 0.35, 0, 0, 0.7885000000242144, 0, 8.000000,8.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 41, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.3534072998445481, 1, 9.000000,9.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 42, 4, 3, 4, 3, 0, 0, left, 1, 0, 0.35, 0, 0, 0.4809280000627041, 0, 9.000000,9.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 43, 2, 4, 2, 4, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.6466957998927683, 1, 10.000000,10.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 44, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.7412320000585169, 0, 10.000000,10.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 45, 2, 3, 2, 3, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.5307034999132156, 1, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 46, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.35006510000675917, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 47, 3, 4, 3, 4, 0, 0, left, 1, 0, 0.35, 0, 0, 0.3575174000579864, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 48, 3, 4, 4, 3, 0, 0, right, 2, 0, 0.35, 0, 0, 0.500008299946785, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 49, 1, 3, 1, 3, 0, 0, left, 1, 0, 0.35, 0, 0, 0.6235707998275757, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 50, 4, 3, 3, 4, 0, 0, right, 2, 0, 0.35, 0, 0, 0.44408219982869923, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 51, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.5740167000330985, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 52, 1, 3, 1, 3, 0, 0, left, 1, 0, 0.35, 0, 0, 1.102974999928847, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 53, 1, 3, 1, 3, 0, 0, left, 1, 0, 0.35, 0, 0, 0.3158162999898195, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 54, 2, 4, 2, 4, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.38003700016997755, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 55, 3, 4, 3, 4, 0, 0, left, 1, 0, 0.35, 0, 0, 0.4668449000455439, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 56, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 1.1949812001548707, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 57, 2, 3, 3, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 1.586325799813494, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 58, 3, 4, 3, 4, 0, 0, left, 1, 0, 0.35, 0, 0, 0.4181552999652922, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 59, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.38628680002875626, 0, 11.000000,11.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 60, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 2.2476207001600415, 1, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 61, 1, 4, 4, 1, 0, 0, right, 2, 0, 0.35, 0, 0, 1.2985284999012947, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 62, 1, 4, 4, 1, 0, 0, right, 2, 0, 0.35, 0, 0, 0.38752370001748204, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 63, 4, 3, 3, 4, 0, 0, right, 2, 0, 0.35, 0, 0, 0.37979809986427426, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 64, 3, 4, 4, 3, 0, 0, right, 2, 0, 0.35, 0, 0, 0.573120400076732, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 65, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 1.6668456001207232, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 66, 2, 3, 2, 3, 0.35, 0, left, 1, 0, 0.35, 0, 0, 1.0659994999878109, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 67, 2, 3, 2, 3, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.6636194000020623, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 68, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 1.2270035000983626, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 69, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 1.423295499989763, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 70, 3, 4, 4, 3, 0, 0, right, 2, 0, 0.35, 0, 0, 2.3788580000400543, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 71, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.7668732001911849, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 72, 1, 3, 3, 1, 0, 0, right, 2, 0, 0.35, 0, 0, 2.0674829999916255, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 73, 2, 4, 4, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 0.8158720000647008, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 74, 3, 1, 1, 3, 0, 0, right, 2, 0, 0.35, 0, 0, 1.8352338999975473, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 75, 3, 4, 4, 3, 0, 0, right, 2, 0, 0.35, 0, 0, 1.4026997999753803, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 76, 3, 1, 1, 3, 0, 0, right, 2, 0, 0.35, 0, 0, 0.6480747000314295, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 77, 2, 3, 2, 3, 0.35, 0, left, 1, 0, 0.35, 0, 0, 1.3988424998242408, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 78, 2, 1, 1, 2, 0.35, 0, right, 2, 0, 0.35, 0, 0, 1.0828484001103789, 0, 12.000000,12.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 79, 2, 1, 2, 1, 0.35, 0, left, 1, 0, 0.35, 0, 0, 1.6280626999214292, 1, 13.000000,13.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 80, 1, 3, 3, 1, 0, 0, right, 2, 0, 0.35, 0, 0, 0.7031092999968678, 0, 13.000000,13.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 81, 2, 3, 2, 3, 0.35, 0, left, 1, 0, 0.35, 0, 0, 0.972766000078991, 1, 14.000000,14.000000,1.000000,6.000000,0.500000,1.000000
20, test, 1, 1, 82, 1, 3, 3, 1, 0, 0, right, 2, 0, 0.35, 0, 0, 0.3634516999591142, 0, 14.000000,14.000000,1.000000,6.000000,0.500000,1.000000
